ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division
MH009900,Shri Jg Kanga,Maharashtra,2,P.G.,Economics,Social Science and Liberal Arts,Ordinary
MP009900,Shri An Varma,Madhya Pradesh,0,Graduate,English Lit,Languages and Fine Arts,First
MP009900,Shri An Varma,Madhya Pradesh,1,P.G.,English Lit,Languages and Fine Arts,Second
PB003700,Shri P H Vaishnav,Punjab,0,Graduate,Economics,Social Science and Liberal Arts,Second
PB003700,Shri P H Vaishnav,Punjab,1,P.G.,Economics,Social Science and Liberal Arts,First
RJ006800,Shri Naresh Chandra,Rajasthan,0,Graduate,Physics,Natural Sciences,First
RJ006800,Shri Naresh Chandra,Rajasthan,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First
TN006700,Shri A Padamnabhan,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second
TN006700,Shri A Padamnabhan,Tamil Nadu,1,P.G.,Economics,Social Science and Liberal Arts,Second
UP018400,Shri M Vardarajan,Uttar Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,First
UP018400,Shri M Vardarajan,Uttar Pradesh,1,Graduate,Law,"Governance, Law and Management",Second
UP018600,Shri Sn Acharya,Uttar Pradesh,0,Graduate,Physics,Natural Sciences,First
UP018600,Shri Sn Acharya,Uttar Pradesh,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",Third
WB008700,Shri Tc Dutt,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,First
WB008700,Shri Tc Dutt,West Bengal,1,Graduate,Law,"Governance, Law and Management",First
WB008700,Shri Tc Dutt,West Bengal,2,P.G.,Economics,Social Science and Liberal Arts,First
MH009500,Shri Dm Sukthankar,Maharashtra,0,Graduate,Commerce,Finance,Second
MH009500,Shri Dm Sukthankar,Maharashtra,1,P.G.,Commerce,Finance,Second
MH009600,Shri Ss Tinaikar,Maharashtra,0,Graduate,Philosophy,Social Science and Liberal Arts,Second
MH009600,Shri Ss Tinaikar,Maharashtra,1,P.G.,Philosophy,Social Science and Liberal Arts,Second
MH009700,Shri Pv Nayak,Maharashtra,0,Graduate,Commerce,Finance,First
MH009800,Shri Kb Srinivasan,Maharashtra,0,Graduate,Law,"Governance, Law and Management",Third
MH009800,Shri Kb Srinivasan,Maharashtra,1,Graduate,Political Sc.,Social Science and Liberal Arts,First
MP010000,Shri Rp Kapoor,Madhya Pradesh,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First
MP010000,Shri Rp Kapoor,Madhya Pradesh,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First
MP010100,Shri Rk Tikku,Madhya Pradesh,0,P.G.,Political Sc.,Social Science and Liberal Arts,Second
MP010400,Dr. Iswar Das,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,First
MP010400,Dr. Iswar Das,Madhya Pradesh,1,P.G.,Chemistry,Natural Sciences,First
MP010400,Dr. Iswar Das,Madhya Pradesh,2,Ph. D.,Chemistry,Natural Sciences,Ordinary
MP010600,Shri Bj Heerjee,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second
MP010700,Shri Suresh Mathur,Madhya Pradesh,0,Graduate,Botany,Natural Sciences,Second
MP010700,Shri Suresh Mathur,Madhya Pradesh,1,P.G.,Botany,Natural Sciences,Third
MP010800,Shri Pn Abbi,Madhya Pradesh,0,Graduate,History,Social Science and Liberal Arts,Second
MP010800,Shri Pn Abbi,Madhya Pradesh,1,P.G.,English Lit,Languages and Fine Arts,Second
OR006600,Shri Bhupinder Singh,Odisha,0,Graduate,Geology,Natural Sciences,First
OR006600,Shri Bhupinder Singh,Odisha,1,P.G.,Geology,Natural Sciences,Ordinary
PB003600,Shri K D Vasudeva,Punjab,0,Graduate,English,Languages and Fine Arts,First
PB003600,Shri K D Vasudeva,Punjab,1,P.G.,English,Languages and Fine Arts,Second
RJ006900,Shri Vbl Mathur,Rajasthan,0,Graduate,English Lit,Languages and Fine Arts,First
RJ006900,Shri Vbl Mathur,Rajasthan,1,P.G.,English Lit,Languages and Fine Arts,Second
RJ007000,Shri Tej Kumar,Rajasthan,0,Graduate,English,Languages and Fine Arts,First
RJ007000,Shri Tej Kumar,Rajasthan,1,Graduate,Physics,Natural Sciences,First
RJ007000,Shri Tej Kumar,Rajasthan,2,P.G.,Physics,Natural Sciences,First
RJ007100,Shri Hs Ramani,Rajasthan,0,Certificate,Hindi,Languages and Fine Arts,Second
RJ007100,Shri Hs Ramani,Rajasthan,1,Graduate,Economics,Social Science and Liberal Arts,Second
RJ007100,Shri Hs Ramani,Rajasthan,2,P.G.,Economics,Social Science and Liberal Arts,Second
TN006900,Shri Mm Rajendran,Tamil Nadu,0,Graduate,Physics,Natural Sciences,First
TN007000,Shri P Murari,Tamil Nadu,0,P.G.,Economics,Social Science and Liberal Arts,Second
TN007000,Shri P Murari,Tamil Nadu,1,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary
TN007400,Shri Kml Chhabra,Tamil Nadu,0,Graduate,English,Languages and Fine Arts,Second
TN007400,Shri Kml Chhabra,Tamil Nadu,1,P.G.,Economics,Social Science and Liberal Arts,Second
TN007600,Shri B V Raghavan,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second
TN007600,Shri B V Raghavan,Tamil Nadu,1,P.G.,Economics,Social Science and Liberal Arts,Third
TN007700,Shri Badrinath,Tamil Nadu,0,Graduate,Philosophy,Social Science and Liberal Arts,Second
TN007700,Shri Badrinath,Tamil Nadu,1,Graduate,Psychology,Social Science and Liberal Arts,Ordinary
AP009300,Shri Sr Sankaran,Andhra Pradesh,0,Graduate,Commerce,Finance,First
AP009400,Shri Tl Shankar,Andhra Pradesh,0,P.G.,Chemistry,Natural Sciences,Second
AP009400,Shri Tl Shankar,Andhra Pradesh,1,P.G.,Development Economics,Social Science and Liberal Arts,First
AP009400,Shri Tl Shankar,Andhra Pradesh,2,P.G.,Physical Chem,Natural Sciences,Second
AP009500,Shri Diljeet Aurora,Andhra Pradesh,0,Graduate,History,Social Science and Liberal Arts,Second
AP009500,Shri Diljeet Aurora,Andhra Pradesh,1,P.G.,History,Social Science and Liberal Arts,First
AP009600,Shri S Bhandarkar,Andhra Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second
AP009600,Shri S Bhandarkar,Andhra Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second
AP009700,Shri Sushil Kumar,Andhra Pradesh,0,Graduate,Chemistry,Natural Sciences,Second
AP009700,Shri Sushil Kumar,Andhra Pradesh,1,P.G.,Chemistry,Natural Sciences,Second
AP009800,Shri Ramesh Grover,Andhra Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second
AP009800,Shri Ramesh Grover,Andhra Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second
AP009900,Shri P Sitapati,Andhra Pradesh,0,Graduate,Chemistry,Natural Sciences,First
AP009900,Shri P Sitapati,Andhra Pradesh,1,P.G.,Business Admn.,"Governance, Law and Management",Ordinary
AP009900,Shri P Sitapati,Andhra Pradesh,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second
BH011400,Shri A U Sarma,Bihar,0,Graduate,Philosophy,Social Science and Liberal Arts,First
BH011600,Shri R C Arora,Bihar,0,Graduate,Civil Engg,"Engineering, Technology and Mathematics",First
BH011600,Shri R C Arora,Bihar,1,P.G.,Public Admn,"Governance, Law and Management",First
BH011700,Shri Sn Saigal,Bihar,0,Diploma,Economic Dev.,Social Science and Liberal Arts,Ordinary
BH011700,Shri Sn Saigal,Bihar,1,Graduate,Economics,Social Science and Liberal Arts,Second
BH011700,Shri Sn Saigal,Bihar,2,P.G.,Economics,Social Science and Liberal Arts,First
BH011800,Shri K Prasad,Bihar,0,Graduate,Political Sc.,Social Science and Liberal Arts,First
BH011800,Shri K Prasad,Bihar,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
BH011900,Shri S P Shukla,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second
BH011900,Shri S P Shukla,Bihar,1,P.G.,Economics,Social Science and Liberal Arts,Second
BH012000,Shri Suresh Kumar,Bihar,0,Graduate,Physics,Natural Sciences,First
BH012000,Shri Suresh Kumar,Bihar,1,P.G.,History,Social Science and Liberal Arts,Second
BH012200,Shri G S Grewal,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second
BH012200,Shri G S Grewal,Bihar,1,P.G.,Economics,Social Science and Liberal Arts,Third
GJ006100,Shri B T Trivedi,Gujarat,0,Graduate,History,Social Science and Liberal Arts,First
GJ006100,Shri B T Trivedi,Gujarat,1,Graduate,Law,"Governance, Law and Management",Second
UP018900,Shri Gk Arora,Uttar Pradesh,0,Diploma,Public Admn,"Governance, Law and Management",Ordinary
UP018900,Shri Gk Arora,Uttar Pradesh,1,Graduate,English Lit,Languages and Fine Arts,First
UP018900,Shri Gk Arora,Uttar Pradesh,2,P.G.,History,Social Science and Liberal Arts,First
UP019000,Shri Mahesh Prasad,Uttar Pradesh,0,Certificate,Economics,Social Science and Liberal Arts,First
UP019000,Shri Mahesh Prasad,Uttar Pradesh,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",First
UP019000,Shri Mahesh Prasad,Uttar Pradesh,2,Graduate,Sanskrit,Languages and Fine Arts,First
UP019000,Shri Mahesh Prasad,Uttar Pradesh,3,P.G.,Sanskrit,Languages and Fine Arts,First
UP019100,Shri R Venkatanaryan,Uttar Pradesh,0,Graduate,Electrical Engg.,"Engineering, Technology and Mathematics",First
UP019200,Shri An Segal,Uttar Pradesh,0,Graduate,English,Languages and Fine Arts,Second
UP019200,Shri An Segal,Uttar Pradesh,1,P.G.,English Lit,Languages and Fine Arts,Second
UP019300,Shri Nm Majumdar,Uttar Pradesh,0,Graduate,Commerce,Finance,Second
UP019300,Shri Nm Majumdar,Uttar Pradesh,1,P.G.,Commerce,Finance,Third
UP019400,Shri Rd Sonker,Uttar Pradesh,0,Graduate,English,Languages and Fine Arts,Second
UP019400,Shri Rd Sonker,Uttar Pradesh,1,P.G.,Philosophy,Social Science and Liberal Arts,Second
WB009600,Shri Prb Subramanian,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,First
WB009800,Dr. Nk Sengupta,West Bengal,0,Certificate,Public Admn,"Governance, Law and Management",Ordinary
WB009800,Dr. Nk Sengupta,West Bengal,1,Graduate,History,Social Science and Liberal Arts,First
WB009800,Dr. Nk Sengupta,West Bengal,2,P.G.,History,Social Science and Liberal Arts,First
WB009800,Dr. Nk Sengupta,West Bengal,3,Ph. D.,Management,"Engineering, Technology and Mathematics",Ordinary
WB009900,Shri Crg Majumdar,West Bengal,0,Graduate,Physics,Natural Sciences,Ordinary
WB010000,Shri Sp Mallik,West Bengal,0,Graduate,History,Social Science and Liberal Arts,Second
WB010000,Shri Sp Mallik,West Bengal,1,Graduate,Law,"Governance, Law and Management",Second
WB010000,Shri Sp Mallik,West Bengal,2,P.G.,History,Social Science and Liberal Arts,Second
HP000900,Shri Pk Mattoo,Himachal Pradesh,0,Graduate,Electrical Engg.,"Engineering, Technology and Mathematics",First
HP000900,Shri Pk Mattoo,Himachal Pradesh,1,Graduate,English Lit,Languages and Fine Arts,First
KL003600,Shri Pm Abraham,Kerala,0,Graduate,Economics,Social Science and Liberal Arts,Second
KL003600,Shri Pm Abraham,Kerala,1,Graduate,Law,"Governance, Law and Management",Ordinary
KL003700,Shri Mgk Nair,Kerala,0,Graduate,History,Social Science and Liberal Arts,First
KL003700,Shri Mgk Nair,Kerala,1,P.G.,Economics,Social Science and Liberal Arts,First
KL003900,Shri N Kaleeswaran,Kerala,0,Graduate,Economics,Social Science and Liberal Arts,Second
KL004100,Shri Zacharia Mathew,Kerala,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First
KN006000,Shri Sk Warrior,Karnataka,0,Certificate,Chemistry,Natural Sciences,Ordinary
KN006000,Shri Sk Warrior,Karnataka,1,Graduate,Chemistry,Natural Sciences,Second
KN006000,Shri Sk Warrior,Karnataka,2,Graduate,Food Technology,"Engineering, Technology and Mathematics",Second
KN006100,Shri Ms Narayanan,Karnataka,0,Diploma,Statistics,"Engineering, Technology and Mathematics",Ordinary
KN006100,Shri Ms Narayanan,Karnataka,1,P.G.,Economics,Social Science and Liberal Arts,Second
KN006300,Shri T P Issar,Karnataka,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second
KN006300,Shri T P Issar,Karnataka,1,P.G.,English,Languages and Fine Arts,First
BH011500,Shri J C Jetli,Bihar,0,Graduate,Chemistry,Natural Sciences,Second
BH011500,Shri J C Jetli,Bihar,1,Graduate,Law,"Governance, Law and Management",First
BH011500,Shri J C Jetli,Bihar,2,P.G.,History,Social Science and Liberal Arts,Ordinary
BH011500,Shri J C Jetli,Bihar,3,P.G.,Political Sc.,Social Science and Liberal Arts,Second
KL003800,Shri S Padmakumar,Kerala,0,Graduate,Economics,Social Science and Liberal Arts,First
KL003800,Shri S Padmakumar,Kerala,1,P.G.,Economics,Social Science and Liberal Arts,Second
RJ007800,Shri R Ramakrishna,Rajasthan,0,Diploma,Statistics,"Engineering, Technology and Mathematics",Ordinary
RJ007800,Shri R Ramakrishna,Rajasthan,1,Graduate,Law,"Governance, Law and Management",Third
RJ007800,Shri R Ramakrishna,Rajasthan,2,P.G.,Economics,Social Science and Liberal Arts,Second
TN007300,Shri Dk Oza,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH010000,Shri S Rajgopal,Maharashtra,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",Third
MH010000,Shri S Rajgopal,Maharashtra,1,P.G.,History,Social Science and Liberal Arts,Second
MH010200,Shri V Srinivasan,Maharashtra,0,Diploma,Economics,Social Science and Liberal Arts,Ordinary
MH010200,Shri V Srinivasan,Maharashtra,1,Graduate,Chemical Engg,"Engineering, Technology and Mathematics",First
MH010200,Shri V Srinivasan,Maharashtra,2,Graduate,Chemistry,Natural Sciences,First
MP011000,Shri Sk Sarkar,Madhya Pradesh,0,Graduate,History,Social Science and Liberal Arts,First
MP011000,Shri Sk Sarkar,Madhya Pradesh,1,Graduate,Law,"Governance, Law and Management",First
MP011000,Shri Sk Sarkar,Madhya Pradesh,2,P.G.,History,Social Science and Liberal Arts,First
MP011100,Shri Vk Malik,Madhya Pradesh,0,Graduate,English Lit,Languages and Fine Arts,Third
MP011100,Shri Vk Malik,Madhya Pradesh,1,P.G.,English,Languages and Fine Arts,Second
MP011500,Shri Manish Bahl,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,Second
MP011500,Shri Manish Bahl,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second
MP011600,Shri Dg Bhave,Madhya Pradesh,0,Graduate,English,Languages and Fine Arts,Ordinary
MP011600,Shri Dg Bhave,Madhya Pradesh,1,P.G.,English,Languages and Fine Arts,Ordinary
MP011700,Shri Dy Manawar,Madhya Pradesh,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second
MP011800,Shri Ak Pandya,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second
MP011800,Shri Ak Pandya,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second
OR006900,Shri Ak Ray,Odisha,0,Graduate,Chemistry,Natural Sciences,Ordinary
OR006900,Shri Ak Ray,Odisha,1,Graduate,Law,"Governance, Law and Management",Second
OR007000,Shri Rk Rath,Odisha,0,Graduate,English Lit,Languages and Fine Arts,Second
OR007000,Shri Rk Rath,Odisha,1,P.G.,English Lit,Languages and Fine Arts,Second
OR007100,Shri Rk Mishra,Odisha,0,Certificate,Rural Economics,Social Science and Liberal Arts,Ordinary
OR007100,Shri Rk Mishra,Odisha,1,Graduate,Economics,Social Science and Liberal Arts,Second
OR007100,Shri Rk Mishra,Odisha,2,P.G.,Political Sc.,Social Science and Liberal Arts,First
PB003800,Shri B B Mahajan,Punjab,0,Graduate,Economics,Social Science and Liberal Arts,Second
PB003800,Shri B B Mahajan,Punjab,1,P.G.,Economics,Social Science and Liberal Arts,First
PB003900,Shri R C Kapila,Punjab,0,Graduate,English,Languages and Fine Arts,First
PB003900,Shri R C Kapila,Punjab,1,P.G.,English,Languages and Fine Arts,Second
PB004000,Shri R P Ojha,Punjab,0,Graduate,Economics,Social Science and Liberal Arts,First
PB004000,Shri R P Ojha,Punjab,1,P.G.,Economics,Social Science and Liberal Arts,Second
RJ007700,Shri Anil Bordia,Rajasthan,0,Graduate,History,Social Science and Liberal Arts,Second
RJ007700,Shri Anil Bordia,Rajasthan,1,P.G.,History,Social Science and Liberal Arts,First
RJ007900,Shri Rj Majithia,Rajasthan,0,Graduate,Commerce,Finance,Second
RJ008000,Shri Pn Bahl,Rajasthan,0,Graduate,History,Social Science and Liberal Arts,Second
RJ008000,Shri Pn Bahl,Rajasthan,1,P.G.,History,Social Science and Liberal Arts,Second
RJ008100,Shri Dn Prasad,Rajasthan,0,Graduate,Economics,Social Science and Liberal Arts,Third
RJ008100,Shri Dn Prasad,Rajasthan,1,P.G.,Development Economics,Social Science and Liberal Arts,Ordinary
RJ008100,Shri Dn Prasad,Rajasthan,2,P.G.,Economics,Social Science and Liberal Arts,First
RJ008200,Shri Sp Vishnoi,Rajasthan,0,Graduate,Physics,Natural Sciences,First
RJ008200,Shri Sp Vishnoi,Rajasthan,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First
RJ008300,Shri Bn Dhoundiyal,Rajasthan,0,Graduate,Hindi,Languages and Fine Arts,Second
RJ008300,Shri Bn Dhoundiyal,Rajasthan,1,P.G.,Economics,Social Science and Liberal Arts,Second
RJ008400,Shri Rajendra Jain,Rajasthan,0,Diploma,French,Languages and Fine Arts,Ordinary
RJ008400,Shri Rajendra Jain,Rajasthan,1,Graduate,Physics,Natural Sciences,First
RJ008400,Shri Rajendra Jain,Rajasthan,2,P.G.,Mathematics,"Engineering, Technology and Mathematics",First
RJ008500,Shri Yatindra Singh,Rajasthan,0,Diploma,Hindi,Languages and Fine Arts,Second
RJ008500,Shri Yatindra Singh,Rajasthan,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second
RJ008500,Shri Yatindra Singh,Rajasthan,2,P.G.,Physics,Natural Sciences,Second
RJ008700,Ms. Otima Bordia,Rajasthan,0,Graduate,English Lit,Languages and Fine Arts,First
RJ008700,Ms. Otima Bordia,Rajasthan,1,P.G.,English Lit,Languages and Fine Arts,First
TN008000,Shri Kpg Krishnan,Tamil Nadu,0,Graduate,Statistics,"Engineering, Technology and Mathematics",First
TN008100,Shri Pb Krishnaswamy,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second
TN008100,Shri Pb Krishnaswamy,Tamil Nadu,1,P.G.,Development Economics,Social Science and Liberal Arts,Ordinary
TN008200,Shri Tv Venkataraman,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second
TN008300,Ms. Ja Dayanand,Tamil Nadu,0,Graduate,English Lit,Languages and Fine Arts,First
TN008300,Ms. Ja Dayanand,Tamil Nadu,1,P.G.,English,Languages and Fine Arts,Ordinary
TN008400,Shri Pm Belliappa,Tamil Nadu,0,Graduate,Law,"Governance, Law and Management",Ordinary
TN008400,Shri Pm Belliappa,Tamil Nadu,1,Graduate,N.A.,N.A.,Ordinary
TN008400,Shri Pm Belliappa,Tamil Nadu,2,P.G.,Economics,Social Science and Liberal Arts,Ordinary
TN008500,Shri Kjm Shetty,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second
TN008500,Shri Kjm Shetty,Tamil Nadu,1,Graduate,Law,"Governance, Law and Management",Third
TN008500,Shri Kjm Shetty,Tamil Nadu,2,P.G.,Economics,Social Science and Liberal Arts,Third
TN008600,Ms. Ms Ramesh,Tamil Nadu,0,Certificate,Economics,Social Science and Liberal Arts,Ordinary
TN008600,Ms. Ms Ramesh,Tamil Nadu,1,Diploma,Public Admn,"Governance, Law and Management",Ordinary
TN008600,Ms. Ms Ramesh,Tamil Nadu,2,Graduate,Economics,Social Science and Liberal Arts,Second
TN008600,Ms. Ms Ramesh,Tamil Nadu,3,P.G.,Literature,Languages and Fine Arts,Ordinary
AM004700,Shri M C Narasimhan,Assam Meghalya,0,Diploma,Manpower Plg,Others,First
AM004700,Shri M C Narasimhan,Assam Meghalya,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First
AM004900,Shri Sd Phene,Assam Meghalya,0,Graduate,Economics,Social Science and Liberal Arts,Second
AM004900,Shri Sd Phene,Assam Meghalya,1,P.G.,Economics,Social Science and Liberal Arts,Third
AM005300,Shri A P Sarwan,Assam Meghalya,0,Graduate,Economics,Social Science and Liberal Arts,Second
AM005300,Shri A P Sarwan,Assam Meghalya,1,P.G.,Economics,Social Science and Liberal Arts,Second
AP010700,Shri S Santhanam,Andhra Pradesh,0,Graduate,Law,"Governance, Law and Management",Third
AP010700,Shri S Santhanam,Andhra Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second
BH012300,Shri B L Das,Bihar,0,Graduate,Physics,Natural Sciences,First
